"caseid","locationid","locationname","time","coastlength","length_protected","ssp","pfl","dr","slr","seadikecost_factor","migr","migrcost","migrlevel","migration_submergence_cummulative","migrationcost_submergence_cummulative","landloss_submergence_cummulative","par_cummulative","totalpop","migration_submergence_cummulative_relative","seafloodcost_cummulative","protectioncost_cummulative","migration_submergence_cummulative_mean","migration_submergence_cummulative_min","migration_submergence_cummulative_max","migration_submergence_cummulative_relative_mean","migration_submergence_cummulative_relative_min","migration_submergence_cummulative_relative_max","landloss_submergence_cummulative_mean","landloss_submergence_cummulative_min","landloss_submergence_cummulative_max","par_cummulative_mean","par_cummulative_min","par_cummulative_max","migrationcost_submergence_cummulative_mean","migrationcost_submergence_cummulative_min","migrationcost_submergence_cummulative_max","seafloodcost_cummulative_mean","seafloodcost_cummulative_min","seafloodcost_cummulative_max","protectioncost_cummulative_mean","protectioncost_cummulative_min","protectioncost_cummulative_max"
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP1+DR04_5","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,180961.168271535,"SSP1","Table protection levels","Discount rate 4.5","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,277725.96565,349680.6395,7090826.5,0,17456289.755,14775526.42,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP1+DR06_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,168011.440697395,"SSP1","Table protection levels","Discount rate 6.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,304779.894,510462.9515,7090826.5,0,25498650.3175,13626088.36,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP2+DR00_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,231964.696332135,"SSP2","Table protection levels","Discount rate 0.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,225527.8567,100075.7765,9225808,0,3796013.5445,20096968.39,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP2+DR01_5","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,215481.644318142,"SSP2","Table protection levels","Discount rate 1.5","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,237437.79135,174826.36065,9225808,0,5931706.627,18148628.255,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP2+DR03_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,192044.118724921,"SSP2","Table protection levels","Discount rate 3.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,265740.9702,301429.623,9225808,0,10514126.112,15869211.475,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP2+DR04_5","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,175707.5115323,"SSP2","Table protection levels","Discount rate 4.5","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,282240.4195,458749.4795,9225808,0,16202849.555,14323926.395,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP2+DR06_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,163844.73241254,"SSP2","Table protection levels","Discount rate 6.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,308300.71375,679065.639,9225808,0,23657351.085,13241787.53,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP3+DR00_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,207735.928477773,"SSP3","Table protection levels","Discount rate 0.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,240042.3635,244404.6976,12808897,0,3740527.6125,17605913.465,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP3+DR01_5","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,190209.227869966,"SSP3","Table protection levels","Discount rate 1.5","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,263208.6593,364956.56615,12808897,0,5669824.1815,15789697.24,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP3+DR03_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,175101.537471586,"SSP3","Table protection levels","Discount rate 3.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,278387.64385,529847.4635,12808897,0,8061498.4,14420731.025,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP3+DR04_5","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,160702.823621237,"SSP3","Table protection levels","Discount rate 4.5","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,301864.61065,761313.6175,12808897,0,11732980.965,13201420.71,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP3+DR06_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,152992.291881659,"SSP3","Table protection levels","Discount rate 6.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,318741.7345,1086966.804,12808897,0,16110223.24,12431013.38,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP4+DR00_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,218473.633342781,"SSP4","Table protection levels","Discount rate 0.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,240145.9297,240924.051,9472056,0,3718742.8175,18271632.825,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP4+DR01_5","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,204765.265250617,"SSP4","Table protection levels","Discount rate 1.5","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,254256.2082,318402.0142,9472056,0,5310977.1275,16818888.06,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP4+DR03_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,184390.936287337,"SSP4","Table protection levels","Discount rate 3.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,277954.09775,467337.0865,9472056,0,8547853.47,15055131.5,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP4+DR04_5","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,170256.963599795,"SSP4","Table protection levels","Discount rate 4.5","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,291807.7083,629716.3935,9472056,0,12412451.26,13858025.615,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP4+DR06_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,160791.752543055,"SSP4","Table protection levels","Discount rate 6.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,313751.0455,868983.25,9472056,0,17465608.21,13019571.3,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP5+DR00_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,257291.610947468,"SSP5","Table protection levels","Discount rate 0.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,211129.376,52974.1365,7660461.5,0,3982775.1,22894008.315,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP5+DR01_5","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,237275.947077938,"SSP5","Table protection levels","Discount rate 1.5","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,225137.8423,84921.901,7660461.5,0,6680964.6135,20487373.04,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP5+DR03_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,217934.625062593,"SSP5","Table protection levels","Discount rate 3.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,241903.7495,156055.62165,7660461.5,0,11744803.161,18211058.98,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP5+DR04_5","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,195856.272151017,"SSP5","Table protection levels","Discount rate 4.5","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,267780.5343,269071.92535,7660461.5,0,21073764.1735,16127671.78,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
"robust_protection_migration_off+migrLevel_010_0+migrcost_3_0+plf_1_0+dikecost_1_0+high__end+SSP5+DR06_0","GLOBAL_000","GLOBAL feature generated automatically",2100,691016.700090527,179983.800636851,"SSP5","Table protection levels","Discount rate 6.0","H++","Usual seadike cost","No migration","Migrationcost 3.0","Migrationlevel  10.0",0,0,287545.31445,425345.606,7660461.5,0,33786292.325,14546760.3,0,0,0,0,0,0,265339.67331,211129.376,318741.7345,378960.79526,52974.1365,1086966.804,0,0,0,11719906.6412,3718742.8175,33786292.325,16362853.1664,12431013.38,22894008.315
