"locationid","time","ssp","pfl","dr","slr","migrcost","migration_submergence_cummulative_1p0","landloss_submergence_cummulative_1p0","migration_submergence_cummulative_10p0","landloss_submergence_cummulative_10p0","migration_submergence_cummulative_100p0","landloss_submergence_cummulative_100p0","landloss_change1_10","landloss_change10_100","landloss_change1_100","migration_change1_10","migration_change10_100","migration_change1_100"
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","H++","Migrationcost 3.0",49438.9277,386372.0415,53397.62485,406521.617,53574.1754,408500.108,-5.21507079595459,-0.486687771882984,-5.72713967969652,-8.00724719197338,-0.330633713570501,-8.36435556428947
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 2.6 hig","Migrationcost 3.0",24235.585675,124018.1826,23647.741555,129883.08985,20982.89928,133988.7895,-4.72907046938132,-3.1610732811651,-8.0396331336015,2.42554121812036,11.2689081483832,13.4211173545324
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 2.6 low","Migrationcost 3.0",20377.418515,62264.91155,19601.701795,65179.64515,15269.036065,67766.76175,-4.6811816277285,-3.96920939665473,-8.8361969254255,3.80674676445885,22.1035182317954,25.0688400311338
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 8.5 hig","Migrationcost 3.0",33800.03415,241514.124,35724.49565,252833.145,35866.3084,259519.3295,-4.68669111873556,-2.64450473849068,-7.45513562593962,-5.69366732429765,-0.396962217155904,-6.11323124950157
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 8.5 low","Migrationcost 3.0",25276.7042,127394.31695,25017.145325,133981.21405,22142.803565,138083.1316,-5.1704795454771,-3.06156171153159,-8.39033867907559,1.02686993108856,11.4894874001776,12.3983752399176
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","H++","Migrationcost 3.0",48647.78055,384968.05285,52645.7435,405329.556,55017.71715,414835.345,-5.28914100774324,-2.34520006234137,-7.75838200829552,-8.21818160006478,-4.50553737549551,-13.0939922191373
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 2.6 hig","Migrationcost 3.0",25233.53305,125641.3499,22439.8089,128886.44815,19612.36265,132777.97985,-2.58282663516654,-3.01934901291638,-5.68016019859717,11.0714743926832,12.6001351553399,22.2765888108562
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 2.6 low","Migrationcost 3.0",20873.022055,62766.6501,18248.863615,64517.61495,13618.07386,67004.30455,-2.78964202679347,-3.85428010928045,-6.75144275383274,12.5720100955453,25.3757705284927,34.7575361913735
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 8.5 hig","Migrationcost 3.0",35215.1889,245119.704,34206.78505,251611.874,34131.3219,257556.029,-2.64857124664283,-2.36243024047426,-5.07357213518829,2.86354803566027,0.220608718094061,3.07783951714085
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 8.5 low","Migrationcost 3.0",26576.5404,129431.09155,23907.178155,132897.7102,20417.12187,136631.75825,-2.67835077992897,-2.80971586672229,-5.56332069348141,10.0440546618325,14.5983614727449,23.176148728523
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","H++","Migrationcost 3.0",46666.55655,377407.772,57018.34835,401339.9795,62372.48905,417675.7705,-6.34120685251813,-4.07031241202322,-10.6696261941315,-22.1824633426912,-9.39020658250967,-33.655649058169
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 2.6 hig","Migrationcost 3.0",23139.137635,121031.84115,31850.5935,132737.538,32176.06925,136367.51225,-9.67158455062468,-2.73470060142294,-12.6707740329207,-37.6481440337826,-1.02188284183779,-39.054746799772
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 2.6 low","Migrationcost 3.0",17824.439115,59709.01625,26322.040505,66480.27775,26238.27803,69030.244,-11.340433866217,-3.83567327980968,-15.6110891376476,-47.6738781802616,0.318221814847859,-47.2039476850602
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 8.5 hig","Migrationcost 3.0",30977.642,235212.519,42757.90265,254423.8055,45470.0576,261892.7665,-8.1676292493598,-2.93563764024432,-11.3430388881639,-38.0282677745453,-6.34304954618722,-46.7834691872286
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 8.5 low","Migrationcost 3.0",22958.91923,123594.2855,32715.9265,136345.74835,32595.903625,140360.7399,-10.3171945194829,-2.94471342054134,-13.5657197516628,-42.4976767079293,0.366863750595608,-41.9749043866469
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 1.5","H++","Migrationcost 3.0",45843.874,383506.363,52838.20515,406247.2475,57728.26435,415984.2285,-5.92972808120005,-2.39681156239712,-8.46866405186607,-15.2568501300741,-9.25477916238416,-25.9236170791325
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 1.5","RCP 2.6 hig","Migrationcost 3.0",21390.16728,122051.5588,28040.956675,132604.1425,28257.611945,137833.958,-8.64600485544965,-3.94393071091277,-12.9309280071235,-31.0927413887901,-0.772638653206718,-32.1056145803082
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 1.5","RCP 2.6 low","Migrationcost 3.0",17284.375305,60574.818815,23613.903745,66972.15805,22344.29687,70143.41755,-10.5610538506734,-4.73519084995351,-15.7963307562227,-36.6199433205376,5.37652261443146,-29.2745411720855
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 1.5","RCP 8.5 hig","Migrationcost 3.0",30503.74775,237338.389,39718.72685,257551.8055,40208.397,260133.666,-8.5167075521019,-1.00246258999726,-9.60454694920846,-30.2093341956645,-1.23284452658633,-31.8146128454003
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 1.5","RCP 8.5 low","Migrationcost 3.0",21328.66732,124944.38545,29003.84513,136644.59265,28365.32998,138312.40555,-9.36433210492853,-1.22054804193526,-10.6991763190108,-35.985266659408,2.20148448296449,-32.9915721147832
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 3.0","H++","Migrationcost 3.0",44834.9324,383422.3225,50182.6635,406517.0475,52795.26125,411993.8335,-6.02331258373721,-1.34724632919608,-7.45170777061369,-11.9275993376986,-5.20617593364689,-17.7547470775266
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 3.0","RCP 2.6 hig","Migrationcost 3.0",23015.98484,123629.191,25375.6795,131105.3092,24041.300305,135785.927,-6.04721113155224,-3.57012071331129,-9.83322458204874,-10.2524166417551,5.2584964079484,-4.45479727297213
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 3.0","RCP 2.6 low","Migrationcost 3.0",18019.36199,61417.4198,21664.05289,66178.11825,18800.361265,69113.5161,-7.75138139228701,-4.43560186905132,-12.5308036792519,-20.2265257894405,13.2186329101969,-4.33422268465121
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 3.0","RCP 8.5 hig","Migrationcost 3.0",31016.9832,240260.1955,35815.0595,254743.906,37633.39885,262826.9675,-6.02834375867308,-3.17301466673752,-9.39263865703465,-15.4691907625626,-5.07702451255175,-21.3315898820231
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 3.0","RCP 8.5 low","Migrationcost 3.0",22588.70165,126702.7863,26478.948195,135064.2586,25347.762825,140472.78185,-6.59928052426736,-4.00440746209375,-10.8679500681194,-17.2220900752833,4.27201776169342,-12.2143415666389
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 4.5","H++","Migrationcost 3.0",44397.43795,384389.2153,48976.9327,405496.1085,51909.56565,417515.6315,-5.49102117329877,-2.96415249075073,-8.61793590492549,-10.3147725667355,-5.98778402061916,-16.9201828908688
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 4.5","RCP 2.6 hig","Migrationcost 3.0",21943.68084,123365.7991,23202.67968,129851.23665,19942.22175,134051.3675,-5.257079026208,-3.23457131280235,-8.66169430908342,-5.73740954938169,14.0520749110303,9.12089044948031
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 4.5","RCP 2.6 low","Migrationcost 3.0",18114.93534,61567.77355,19119.291245,65172.81065,14676.68276,67879.4788,-5.85539624406314,-4.15306340635778,-10.2516379691304,-5.54435269102098,23.2362613659218,18.980208957235
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 4.5","RCP 8.5 hig","Migrationcost 3.0",31082.99615,240151.1755,33829.8721,252639.4835,33268.09185,259653.04,-5.20018608028841,-2.7761125865348,-8.12066168712133,-8.83723028740266,1.66060412034488,-7.0298747567808
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 4.5","RCP 8.5 low","Migrationcost 3.0",22533.1953,126767.91985,24404.15745,134049.0523,20918.298165,138411.5213,-5.74367115798343,-3.25438257499712,-9.1849747663111,-8.30313732735454,14.2838747542993,7.16674716346154
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 6.0","H++","Migrationcost 3.0",43628.93585,384164.457,48200.72235,405268.5475,49593.4696,415456.212,-5.49350417912295,-2.51380586103836,-8.14540607019249,-10.4787944306462,-2.88947381304131,-13.6710502646834
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 6.0","RCP 2.6 hig","Migrationcost 3.0",22189.336295,123121.66985,21435.725905,128971.2463,18553.171095,132847.0653,-4.75105353681978,-3.0051806981724,-7.89901197884052,3.39627278608516,13.4474326774613,16.3869939670947
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 6.0","RCP 2.6 low","Migrationcost 3.0",18308.595175,61477.09955,17786.36791,64557.7087,13049.469735,67158.41955,-5.01098648529199,-4.02850550673277,-9.24135985852639,2.85236119979914,26.6321836980375,28.7248988233746
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 6.0","RCP 8.5 hig","Migrationcost 3.0",30622.75425,240149.509,32204.3117,251221.114,31318.1692,257838.7005,-4.61029674643224,-2.63416812171289,-7.36590783535602,-5.16464795128608,2.75162688852002,-2.27090922104108
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 6.0","RCP 8.5 low","Migrationcost 3.0",23214.9104,126697.9856,23086.8983,133160.58025,19310.038005,136992.07985,-5.10078721409443,-2.87735273667825,-8.12490759126956,0.551421899952713,16.359323136101,16.8205361455972
