"locationid","time","ssp","pfl","dr","slr","migrlevel","migration_submergence_cummulative_2p0","landloss_submergence_cummulative_2p0","migration_submergence_cummulative_3p0","landloss_submergence_cummulative_3p0","migration_submergence_cummulative_4p0","landloss_submergence_cummulative_4p0","landloss_change3_2","landloss_change3_4","migration_change3_2","migration_change3_4"
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 0.0","RCP 2.6 hig","Migrationlevel  10.0",44020.1509,138053.5625,36958.0283,134654.3467,32114.76812,131995.52985,2.52440109309892,-1.9745495894935,19.108493945279,-13.1047580262825
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 0.0","RCP 2.6 low","Migrationlevel   1.0",29119.957205,63756.43715,23585.335825,62157.19297,21407.303315,61471.95623,2.5729028348688,-1.10242549133569,23.466366648608,-9.23468941108451
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 0.0","RCP 2.6 low","Migrationlevel  10.0",37462.50973,70304.4252,30750.309595,68245.81725,27042.51856,67006.9034,3.01646025053646,-1.81536964450374,21.8280733540693,-12.0577356255395
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 0.0","RCP 8.5 hig","Migrationlevel   1.0",51187.61065,247897.606,43473.5491,242774.122,38136.84175,239706.8355,2.11039132086739,-1.26343222857995,17.7442645233674,-12.2757572374048
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 0.0","RCP 8.5 hig","Migrationlevel  10.0",61331.6311,265453.9525,51821.91725,254946.457,44440.33265,250239.054,4.12145186234144,-1.84642809136979,18.350756503514,-14.2441364420958
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 0.0","RCP 8.5 low","Migrationlevel   1.0",37785.71525,131174.2602,30852.25117,128306.5449,27655.0362,126864.1087,2.23504989728704,-1.12421092869752,22.4731221128588,-10.3629876224685
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 0.0","RCP 8.5 low","Migrationlevel  10.0",46574.46905,142429.407,38700.08495,138421.01535,32796.87905,133479.3563,2.89579702898777,-3.57002080753772,20.3472010724876,-15.2537285321902
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 1.5","H++","Migrationlevel   1.0",71844.5461,396536.1785,62467.01605,390634.103,53901.70215,381974.4475,1.51089611856033,-2.21682014793265,15.0119705453739,-13.7117385167624
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 1.5","H++","Migrationlevel  10.0",83395.84135,421204.303,68060.9059,407920.195,59686.54455,396815.5815,3.25654580548531,-2.72225146881979,22.5311950336529,-12.3042167001189
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 1.5","RCP 2.6 hig","Migrationlevel   1.0",33997.44735,127479.493,28975.03922,125162.81975,24088.613725,122577.32395,1.85092765936987,-2.06570593820454,17.3335680130272,-16.8642584325724
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 1.5","RCP 2.6 hig","Migrationlevel  10.0",38290.2666,135817.0688,32141.78055,132703.5289,26560.48488,129616.7498,2.34623745563409,-2.32607160155181,19.1292639822345,-17.3646125836672
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 1.5","RCP 2.6 low","Migrationlevel   1.0",26269.27512,63581.48965,22837.04715,62460.897725,19827.519835,61063.2754,1.79406951519284,-2.23759564128167,15.0292108583749,-13.1782681676514
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 1.5","RCP 2.6 low","Migrationlevel  10.0",32204.747525,68795.5209,26946.073065,67004.9897,23232.333205,65786.0831,2.6722356171036,-1.81912810591776,19.5155503635535,-13.782119016161
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 1.5","RCP 8.5 hig","Migrationlevel   1.0",47993.00955,247241.744,41983.6339,243705.2105,35817.317,238611.9135,1.45115219028114,-2.08994177414192,14.3136148345653,-14.6874301416772
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 1.5","RCP 8.5 hig","Migrationlevel  10.0",55854.4279,262423.5955,47854.2403,257726.3405,39207.98705,248666.389,1.82257467005007,-3.51533781235682,16.7178238539501,-18.0678936616616
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 1.5","RCP 8.5 low","Migrationlevel   1.0",35017.55165,130868.7156,29540.0744,128288.58635,25533.694475,125857.28735,2.01119158251602,-1.89517950830549,18.5425303126522,-13.5625248289828
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 1.5","RCP 8.5 low","Migrationlevel  10.0",41009.32665,140017.38205,34053.092755,136710.9722,28350.66385,133451.28045,2.4185402216019,-2.38436732439534,20.4276126842506,-16.7457004449698
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 3.0","H++","Migrationlevel   1.0",68138.3496,394703.572,60480.83155,387540.6655,53243.3688,379761.953,1.84829803364209,-2.00719903547774,12.6610660828455,-11.9665397523788
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 3.0","H++","Migrationlevel  10.0",79244.3494,418099.0795,65285.11485,407251.8365,57610.72405,396885.485,2.66352218156296,-2.54544008667718,21.3819560279138,-11.7551923093538
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 3.0","RCP 2.6 hig","Migrationlevel   1.0",31413.05987,126752.6567,27301.57515,124404.1241,24536.85415,122906.98885,1.8878253570695,-1.2034450311282,15.0595146888439,-10.1265988676848
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 3.0","RCP 2.6 hig","Migrationlevel  10.0",35775.77785,134929.4856,29602.902775,131215.1514,24653.653225,128819.211,2.8307205077843,-1.82596321723255,20.8522627727341,-16.7187981111761
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 3.0","RCP 2.6 low","Migrationlevel   1.0",25216.90018,63461.5033,22616.717965,62302.84025,20181.3522,61696.635025,1.85972749452622,-0.972997735845595,11.4967265322221,-10.7679892757596
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 3.0","RCP 2.6 low","Migrationlevel  10.0",28629.94753,67729.2257,24339.062345,66244.46025,20070.824505,64626.72785,2.2413428147752,-2.44206442907805,17.6296240347216,-17.5365746613358
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 3.0","RCP 8.5 hig","Migrationlevel   1.0",45800.1813,246834.691,40658.75435,242399.6345,36490.19655,239160.6995,1.82964652943815,-1.33619632169866,12.6453134932305,-10.2525467556534
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 3.0","RCP 8.5 hig","Migrationlevel  10.0",55537.8339,262115.204,44347.16975,253975.778,38621.5688,250151.7315,3.20480404237604,-1.5056737024741,25.234223994644,-12.9108598863854
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 3.0","RCP 8.5 low","Migrationlevel   1.0",33385.7749,130416.0272,29145.377,127891.0332,26376.6837,126297.48005,1.9743323177719,-1.246024142684,14.5491269507339,-9.49959679711811
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 3.0","RCP 8.5 low","Migrationlevel  10.0",38183.792075,139072.7271,32042.6247,135484.30195,27055.124955,132832.61785,2.64859109015028,-1.95718918120756,19.1656190230883,-15.5652035115588
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 4.5","H++","Migrationlevel   1.0",65746.41375,391831.488,59840.07655,386362.56415,53796.71115,380808.7005,1.41549010112605,-1.43747458095961,9.87020328268616,-10.0991939656869
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 4.5","H++","Migrationlevel  10.0",79294.67415,416979.0955,66307.5929,405756.755,61898.49465,400357.236,2.76578032570277,-1.33072806144658,19.5861147750999,-6.64946208596271
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 4.5","RCP 2.6 hig","Migrationlevel   1.0",31253.1993,127127.16675,26666.2331,124548.80105,23760.48437,123253.65385,2.07016501023155,-1.03987127060345,17.2014029233098,-10.8967349047886
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 4.5","RCP 2.6 hig","Migrationlevel  10.0",32574.760425,132769.59975,26165.3411,129640.3896,23514.675625,127827.7055,2.41376176024698,-1.39824024410368,24.4958370712775,-10.1304449457378
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 4.5","RCP 2.6 low","Migrationlevel   1.0",26188.94627,63631.76705,22463.91816,62208.99002,20741.117915,61524.5018,2.28709231502165,-1.10030434472564,16.5822724400452,-7.66918857489286
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 4.5","RCP 2.6 low","Migrationlevel  10.0",26006.428355,66791.51705,21453.43469,65164.2024,18565.727045,63969.38275,2.4972524638773,-1.83355217434535,21.2226794021112,-13.4603511592763
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 4.5","RCP 8.5 hig","Migrationlevel   1.0",44468.09735,246672.71,39627.29075,243244.8225,36038.94655,238429.517,1.40923348944045,-1.97961274180873,12.2158404180079,-9.0552347437479
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 4.5","RCP 8.5 hig","Migrationlevel  10.0",52714.48335,259124.1085,42108.81145,252048.746,39034.97335,248725.6665,2.80714052828495,-1.31842730929517,25.1863482601336,-7.29975032339698
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 4.5","RCP 8.5 low","Migrationlevel   1.0",33576.83385,130857.1045,29140.1924,128233.03035,26304.44245,126895.33235,2.04633247989058,-1.04317740628049,15.2251618283756,-9.73140434721358
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 4.5","RCP 8.5 low","Migrationlevel  10.0",35321.97995,136963.03505,28766.57455,133706.412,25771.0561,131669.67405,2.43565211367724,-1.52329115674722,22.7882725091438,-10.4131913405032
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 6.0","H++","Migrationlevel   1.0",67157.36045,402304.3005,59060.62635,389952.142,55733.36245,385705.342,3.16760883441949,-1.08905671814466,13.7091910472094,-5.63364140482062
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 6.0","H++","Migrationlevel  10.0",77892.18065,414735.8855,66925.99365,405216.1865,60592.9062,397606.0375,2.34928892703549,-1.87804664609567,16.3855423011713,-9.46282169992108
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 6.0","RCP 2.6 hig","Migrationlevel   1.0",32099.4469,128764.0347,27974.16728,125529.02615,25169.38815,123221.64005,2.57710001361307,-1.8381295312869,14.7467468064701,-10.0263185742986
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 6.0","RCP 2.6 hig","Migrationlevel  10.0",31177.782,131643.24705,24818.7436,128632.3229,22413.305555,126873.24925,2.34072127605184,-1.367520705793,25.6219190724868,-9.69202181934787
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 6.0","RCP 2.6 low","Migrationlevel   1.0",26444.17783,64584.93785,23537.26784,63523.46475,21340.3393,61687.7217,1.67099370945443,-2.88986606323295,12.3502439185397,-9.33382988600941
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 6.0","RCP 2.6 low","Migrationlevel  10.0",26159.912525,68872.8333,20147.10343,64469.5154,18084.933475,63580.61035,6.83007755321207,-1.37879902537625,29.8445338104863,-10.2355654358201
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 6.0","RCP 8.5 hig","Migrationlevel   1.0",46938.7997,250761.614,40087.04555,244450.1105,36351.49145,239542.6115,2.58191885742673,-2.00756669324558,17.0921903971544,-9.31860666893173
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 6.0","RCP 8.5 hig","Migrationlevel  10.0",51046.5849,257609.858,41781.9658,251256.182,38038.22005,247077.8475,2.52876404848021,-1.66297778894053,22.173727163407,-8.96019533384424
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 6.0","RCP 8.5 low","Migrationlevel   1.0",34540.00485,132653.9655,30935.70468,130699.4613,28090.068025,127763.41775,1.49541871141591,-2.24640830252604,11.6509392861194,-9.19855126765452
"GLOBAL_000",2100,"SSP3","Table protection levels","Discount rate 6.0","RCP 8.5 low","Migrationlevel  10.0",34480.585,136052.1858,28825.69643,133089.64655,25011.72932,130672.5896,2.22597273852329,-1.8161119310599,19.6175262711597,-13.2311360430156
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 0.0","H++","Migrationlevel   1.0",64621.7308,400321.944,57502.87975,392759.1255,49059.27495,383175.17,1.92556149787028,-2.44016112618624,12.3799904995193,-14.6837946842132
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 0.0","H++","Migrationlevel  10.0",73921.0154,425290.704,63834.76415,410564.75,57315.84055,404436.2775,3.58675556048103,-1.4926932962462,15.8005616286122,-10.2121840454861
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 0.0","RCP 2.6 hig","Migrationlevel   1.0",33783.1478,127883.85775,29183.28405,125930.61095,24355.076825,123181.9767,1.55105004674004,-2.18265775832004,15.7619812154075,-16.5444273397325
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 0.0","RCP 2.6 hig","Migrationlevel  10.0",41788.79215,138653.3428,34751.2586,135271.0065,30658.9599,133009.2048,2.50041482466535,-1.67205209639656,20.2511616370637,-11.7759726262116
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 0.0","RCP 2.6 low","Migrationlevel   1.0",27379.75691,63458.7201,22037.414195,61954.9435,19974.249275,61136.39945,2.42721002562128,-1.32119247272012,24.2421486828165,-9.36210075167579
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 0.0","RCP 2.6 low","Migrationlevel  10.0",35840.016145,70495.19575,28947.108285,68513.00745,26094.79153,67389.4426,2.8931561666543,-1.63992925112793,23.8120775040311,-9.85354642998324
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 0.0","RCP 8.5 hig","Migrationlevel   1.0",46046.9398,248943.293,40864.6041,245126.951,34231.0161,239451.8115,1.55688388585228,-2.31518381673176,12.6817225178991,-16.2330900937322
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 0.0","RCP 8.5 hig","Migrationlevel  10.0",54591.8662,266657.2485,47132.6643,260923.938,40738.09225,252160.202,2.1973110416569,-3.35873207616543,15.8259712468663,-13.5671771264583
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 0.0","RCP 8.5 low","Migrationlevel   1.0",33768.82625,131101.7952,28456.72768,128158.13425,24913.9542,126563.9926,2.29689747531573,-1.24388643711861,18.6672853946361,-12.4496868362343
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 0.0","RCP 8.5 low","Migrationlevel  10.0",43192.45828,143011.1615,35973.36835,139001.11775,31960.2361,137192.488,2.88490036260876,-1.30116201889318,20.0678731548362,-11.1558423191138
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 1.5","H++","Migrationlevel   1.0",61469.92725,397449.19,53443.1014,391028.94,45696.25265,382092.5822,1.64188614786415,-2.28534435328495,15.0193863000623,-14.4955074594529
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 1.5","H++","Migrationlevel  10.0",71126.67965,423516.2365,60412.2497,414507.938,49909.7147,397690.3775,2.1732511429009,-4.05723484600674,17.7355254988956,-17.3847771803804
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 1.5","RCP 2.6 hig","Migrationlevel   1.0",30748.70953,126979.97065,26556.549285,125042.7834,22210.79987,122324.4588,1.54921955296142,-2.17391561998772,15.7857867752715,-16.3641343924703
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 1.5","RCP 2.6 hig","Migrationlevel  10.0",35616.3164,136425.16165,30281.48459,133417.38335,26489.722075,130893.327,2.25441259937587,-1.89184968751674,17.6174711452613,-12.5217193487672
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 1.5","RCP 2.6 low","Migrationlevel   1.0",24511.078355,63453.7291,20750.20125,62239.3695,18097.92042,61009.3381,1.95111166735067,-1.9762915496758,18.1245331536242,-12.7819523196191
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 1.5","RCP 2.6 low","Migrationlevel  10.0",30070.91879,68985.5951,25316.593985,67309.6013,22363.85478,66061.6098,2.48997731026526,-1.85410621352171,18.7794803985754,-11.6632561502921
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 1.5","RCP 8.5 hig","Migrationlevel   1.0",41836.05455,246882.147,36813.8412,243671.212,31613.98555,238815.261,1.317732601092,-1.99282917343556,13.6421877921286,-14.1247299398901
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 1.5","RCP 8.5 hig","Migrationlevel  10.0",50901.4885,265464.0895,42283.167,258419.2115,36879.8489,254306.184,2.72614329217547,-1.59161057574854,20.3823935420921,-12.7788869268
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 1.5","RCP 8.5 low","Migrationlevel   1.0",31385.7467,130499.45185,26533.68558,128388.46185,22657.0054,125562.3659,1.64422096003169,-2.20120710948451,18.2864197488542,-14.6104097311008
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 1.5","RCP 8.5 low","Migrationlevel  10.0",36880.20995,140754.3043,31431.73712,137336.24005,27455.496925,134968.1004,2.48882905834293,-1.72433703524855,17.3343038890877,-12.6503991167256
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 3.0","H++","Migrationlevel   1.0",57308.23905,394514.4735,50409.97425,388166.5645,44135.46,380119.7625,1.63535697830565,-2.07302811110615,13.6843251809437,-12.4469697581724
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 3.0","H++","Migrationlevel  10.0",69459.809,421873.905,57723.69245,411489.7055,49784.9426,403185.83,2.52356240294815,-2.01800321830894,20.3315416112123,-13.7530180642489
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 3.0","RCP 2.6 hig","Migrationlevel   1.0",28523.710495,126648.1588,24635.4574,124345.5465,22139.175245,123061.67755,1.8517850979086,-1.0325009508885,15.7831577139704,-10.1328833253163
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 3.0","RCP 2.6 hig","Migrationlevel  10.0",32444.72306,134969.3681,27761.34025,131743.36385,22449.67017,129045.71635,2.44870341528022,-2.04765342341757,16.8701610506719,-19.1333344577987
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 3.0","RCP 2.6 low","Migrationlevel   1.0",23221.994825,63212.8436,20571.817215,62027.0781,18121.010215,61445.33113,1.91169008169031,-0.937891946259516,12.8825644438821,-11.9134200658413
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 3.0","RCP 2.6 low","Migrationlevel  10.0",26545.626805,67846.5174,22445.84301,66323.05035,18695.28885,64818.06005,2.29704008178205,-2.26918136614325,18.2652252943829,-16.7093486233913
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 3.0","RCP 8.5 hig","Migrationlevel   1.0",39689.03155,245964.063,35012.94825,242593.0595,31248.6189,239608.6545,1.38957128738466,-1.23021038035921,13.355297207798,-10.751249289611
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 3.0","RCP 8.5 hig","Migrationlevel  10.0",47558.8285,262973.597,38660.16945,255517.313,33545.30105,251207.523,2.91811302821583,-1.68669196987055,23.017641093138,-13.2303310429489
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 3.0","RCP 8.5 low","Migrationlevel   1.0",28946.43492,130038.2995,25630.66035,127847.38695,22859.80918,126239.2433,1.71369364855055,-1.25786196211341,12.9367504571532,-10.8106897448703
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 3.0","RCP 8.5 low","Migrationlevel  10.0",33641.3927,139222.13545,28710.00725,135727.9509,23857.00305,133052.93285,2.57440308118584,-1.97086748327237,17.1765385047055,-16.9035282984821
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","H++","Migrationlevel   1.0",54748.8129,391905.599,49438.9277,386372.0415,46252.9798,382264.9195,1.4321837259542,-1.06299668683454,10.7402920067783,-6.44420914493257
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","H++","Migrationlevel  10.0",65511.34365,418723.358,53397.62485,406521.617,49211.28595,400964.3645,3.00149868782992,-1.36702508983674,22.6858756995818,-7.83993466331116
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 2.6 hig","Migrationlevel   1.0",28220.89435,126403.425,24235.585675,124018.1826,21260.080675,122564.6545,1.92330055963907,-1.17202822161014,16.4440369976741,-12.27742147395
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 2.6 hig","Migrationlevel  10.0",29397.342825,133176.9345,23647.741555,129883.08985,21256.981275,128084.46475,2.53600730765184,-1.38480313494021,24.3135322526574,-10.1098883986006
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 2.6 low","Migrationlevel   1.0",23428.139955,63333.43685,20377.418515,62264.91155,18088.67928,61482.5243,1.71609542742537,-1.25654599119076,14.9710888931016,-11.2317427907526
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 2.6 low","Migrationlevel  10.0",23880.482645,66915.40105,19601.701795,65179.64515,16872.11479,64020.66945,2.66303367562903,-1.77812520662364,21.8286192431079,-13.9252552331771
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 8.5 hig","Migrationlevel   1.0",38083.43805,244969.132,33800.03415,241514.124,31520.93955,238999.921,1.43056146894332,-1.04101696346339,12.6727797995435,-6.74287661925336
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 8.5 hig","Migrationlevel  10.0",43477.656,259277.6135,35724.49565,252833.145,32363.8987,249465.695,2.54890176681543,-1.3318862920445,21.7026446670074,-9.40698220885869
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 8.5 low","Migrationlevel   1.0",29295.6723,130081.4918,25276.7042,127394.31695,23054.649525,126203.9016,2.10933651856282,-0.934433637622322,15.8998897490757,-8.79091932800321
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 4.5","RCP 8.5 low","Migrationlevel  10.0",30787.2392,137233.97615,25017.145325,133981.21405,22349.075625,131823.96405,2.42777476160658,-1.61011378744108,23.064557526609,-10.6649646286132
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","H++","Migrationlevel   1.0",56822.6943,400810.673,48647.78055,384968.05285,45744.0537,380973.91,4.11530775936179,-1.03752579478492,16.8042892349382,-5.96887836849117
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","H++","Migrationlevel  10.0",61937.93895,415173.9625,52645.7435,405329.556,48333.9969,398548.5935,2.4287413425139,-1.67295041765964,17.65042115893,-8.19011436318683
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 2.6 hig","Migrationlevel   1.0",28641.1146,127468.7466,25233.53305,125641.3499,22491.57818,123410.8098,1.45445484424869,-1.77532325287441,13.5041793126944,-10.8663137443609
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 2.6 hig","Migrationlevel  10.0",27867.42623,131835.3175,22439.8089,128886.44815,19837.077105,127039.75615,2.28795920155086,-1.43280540856459,24.1874489849154,-11.5987253126741
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 2.6 low","Migrationlevel   1.0",23586.537435,64606.7123,20873.022055,62766.6501,18888.667235,61853.68735,2.93159217047335,-1.45453477052776,13.0001078562076,-9.50679213949597
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 2.6 low","Migrationlevel  10.0",24616.832605,69642.8206,18248.863615,64517.61495,16017.67423,63581.9553,7.94388579610692,-1.45023905599288,34.8951536070757,-12.2264565732522
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 8.5 hig","Migrationlevel   1.0",39386.1916,248551.1165,35215.1889,245119.704,31631.34465,240144.985,1.39989256024885,-2.02950595925981,11.8443286271851,-10.1769843125845
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 8.5 hig","Migrationlevel  10.0",41725.99215,257887.1655,34206.78505,251611.874,30846.7783,247305.4515,2.49403631086186,-1.71153389207698,21.9816246660105,-9.82263239614211
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 8.5 low","Migrationlevel   1.0",29959.4646,132690.9091,26576.5404,129431.09155,23859.9833,126991.53545,2.51857379163082,-1.8848300441456,12.7289863506839,-10.2216355444067
"GLOBAL_000",2100,"SSP4","Table protection levels","Discount rate 6.0","RCP 8.5 low","Migrationlevel  10.0",30328.0389,136573.60595,23907.178155,132897.7102,21402.15915,130843.0398,2.76595867939943,-1.54605402674575,26.857459727664,-10.4781040604581
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","H++","Migrationlevel   1.0",52110.8549,385805.4135,46666.55655,377407.772,40520.35865,372181.662,2.22508441082131,-1.38473830899274,11.6663811356358,-13.170455148999
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","H++","Migrationlevel  10.0",65429.1099,409957.5255,57018.34835,401339.9795,51326.48785,395030.3865,2.1471935117792,-1.57213168941222,14.7509736661813,-9.98250679774382
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 2.6 hig","Migrationlevel   1.0",26995.03551,122888.9949,23139.137635,121031.84115,20688.103155,119639.1397,1.53443402360405,-1.15069012977664,16.6639653379632,-10.5925921642499
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 2.6 hig","Migrationlevel  10.0",37858.723925,137133.1557,31850.5935,132737.538,27055.645395,129069.79885,3.31151064441168,-2.7631514078557,18.8634802833423,-15.0545015903707
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 2.6 low","Migrationlevel   1.0",20531.78134,60273.13847,17824.439115,59709.01625,16662.0968,59256.94395,0.944785654545091,-0.757125687864603,15.1889336182346,-6.52105969506689
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 2.6 low","Migrationlevel  10.0",32639.07481,69576.74545,26322.040505,66480.27775,23272.74981,65584.60615,4.65772377131804,-1.34727415455178,23.9990296489364,-11.5845528556981
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 8.5 hig","Migrationlevel   1.0",36063.34415,238592.8705,30977.642,235212.519,29289.563,232973.884,1.43714778208722,-0.951749936405387,16.4173314095372,-5.44934633823969
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 8.5 hig","Migrationlevel  10.0",49848.80595,264947.823,42757.90265,254423.8055,36859.15465,249633.4,4.13641226665796,-1.88284484252005,16.583842659551,-13.7956907014007
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 8.5 low","Migrationlevel   1.0",26533.23638,125329.15335,22958.91923,123594.2855,20636.0354,122583.02475,1.40367966284331,-0.818209956802575,15.5683162355896,-10.1175661046132
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 0.0","RCP 8.5 low","Migrationlevel  10.0",38931.21135,141284.32905,32715.9265,136345.74835,27921.03685,132814.676,3.62210098940719,-2.5897927824898,18.9977344826227,-14.6561328471012
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 1.5","H++","Migrationlevel   1.0",52373.06925,389837.1455,45843.874,383506.363,39334.25265,375527.60125,1.65076335382732,-2.08047701936043,14.2422415042847,-14.1995446327245
"GLOBAL_000",2100,"SSP5","Table protection levels","Discount rate 1.5","H++","Migrationlevel  10.0",64149.33235,420589.9315,52838.20515,406247.2475,46035.4143,395819.3435,3.53053075147297,-2.56688606856345,21.4070995937302,-12.8747576316945
